1	3
2	3
1	4
2	4
5	6
3	6
5	7
3	7
7	9
8	9
7	10
8	10
9	12
11	12
10	14
13	14
10	15
13	15
10	16
13	16
10	17
13	17
4	19
18	19
12	21
20	21
12	22
20	22
12	23
20	23
16	25
24	25
16	26
24	26
15	28
27	28
15	29
27	29
15	30
27	30
31	32
30	32
31	33
30	33
31	34
30	34
33	36
35	36
33	37
35	37
25	39
38	39
25	40
38	40
39	42
41	42
39	43
41	43
44	45
37	45
44	46
37	46
44	47
37	47
48	49
23	49
48	50
23	50
51	52
26	52
51	53
26	53
51	54
26	54
55	56
32	56
55	57
32	57
58	59
17	59
60	61
19	61
60	62
19	62
60	63
19	63
64	65
57	65
64	66
57	66
43	68
67	68
43	69
67	69
43	70
67	70
34	72
71	72
34	73
71	73
34	74
71	74
62	76
75	76
62	77
75	77
76	79
78	79
76	80
78	80
81	82
77	82
81	83
77	83
81	84
77	84
81	85
77	85
83	87
86	87
83	88
86	88
83	89
86	89
90	91
50	91
90	92
50	92
84	94
93	94
84	95
93	95
96	97
36	97
98	99
87	99
69	101
100	101
69	102
100	102
69	103
100	103
104	105
45	105
104	106
45	106
104	107
45	107
104	108
45	108
109	110
94	110
109	111
94	111
72	113
112	113
21	115
114	115
21	116
114	116
21	117
114	117
21	118
114	118
119	120
49	120
6	122
121	122
53	124
123	124
53	125
123	125
53	126
123	126
53	127
123	127
46	129
128	129
105	131
130	131
132	133
97	133
132	134
97	134
132	135
97	135
132	136
97	136
106	138
137	138
106	139
137	139
106	140
137	140
106	141
137	141
111	143
142	143
111	144
142	144
111	145
142	145
111	146
142	146
147	148
92	148
147	149
92	149
147	150
92	150
147	151
92	151
152	153
59	153
80	155
154	155
80	156
154	156
80	157
154	157
158	159
47	159
158	160
47	160
158	161
47	161
162	163
129	163
65	165
164	165
65	166
164	166
167	168
148	168
116	170
169	170
171	172
68	172
171	173
68	173
140	175
174	175
42	177
176	177
122	179
178	179
122	180
178	180
181	182
131	182
183	184
125	184
161	186
185	186
161	187
185	187
161	188
185	188
161	189
185	189
159	191
190	191
151	193
192	193
155	195
194	195
155	196
194	196
155	197
194	197
155	198
194	198
199	200
115	200
201	202
79	202
201	203
79	203
201	204
79	204
201	205
79	205
136	207
206	207
136	208
206	208
136	209
206	209
136	210
206	210
126	212
211	212
126	213
211	213
214	215
180	215
214	216
180	216
214	217
180	217
218	219
187	219
218	220
187	220
218	221
187	221
218	222
187	222
133	224
223	224
133	225
223	225
133	226
223	226
133	227
223	227
228	229
198	229
228	230
198	230
228	231
198	231
74	233
232	233
74	234
232	234
235	236
124	236
91	238
237	238
91	239
237	239
91	240
237	240
91	241
237	241
242	243
238	243
242	244
238	244
242	245
238	245
246	247
157	247
246	248
157	248
246	249
157	249
110	251
250	251
110	252
250	252
110	253
250	253
110	254
250	254
229	256
255	256
229	257
255	257
229	258
255	258
229	259
255	259
204	261
260	261
262	263
108	263
262	264
108	264
262	265
108	265
262	266
108	266
267	268
236	268
267	269
236	269
270	271
207	271
